number,governorate,district,sub_district,community,latitude_y,longitude_x,temp_code,site_name,type_of_location,shelter_details,newly_established_yn,date_of_input,planned_capacity_hh,families,individuals,girls_children_under_18_18,boys_children_under_18_18,women_female_adults,men_male_adults,full_name,phone,organization_name,comments,cccm,shelter,nfi,wash,fsl,education,cash,protection,nutrition,erl,health,severity_scale_wash_fsl_health_shelter,cccm_2,shelter_2,nfi_2,wash_2,fsl_2,education_2,cash_2,protection_2,nutrition_2,erl_2,health_2,cccm_3,cccm_contact,shelter_3,shelter_contact,nfi_3,nfi_contact,wash_3,wash_contact,fsl_3,fsl_contact,education_3,fsl_contact_2,cash_3,education_contact,protection_3,protection_contact,nutrition_3,nutrition_contact,erl_3,erl_contact,health_3,health_contact,status,admin4pcode,admin1pcode,site_name_ar,admin3pcode,geometry
حذف جديد, Aleppo,Jebel Saman ,Atareb,Tuwama,36.171138,36.808214,TEMP027,Tawamah Shelter Center    ,Informal Site  ,Tents,Yes ,NA,70,40,230,65,60,55,50,Abdul Basit Muhammad Mustafa,+352 681 139 871,NA,The center was moved from Urum Al-Sughra Camp CP001323 to a site 600m away.  The name of the new site was Al-Nahda. The GPs were modified and called Al-Nahda Shelter Center. The management of this center is the same as the management of Urum Al-Sughra Camp CP001323.,Not Reported,Not Reported,Not Reported,Not Reported,1,1,0.5,Not Reported,1,Not Reported,Not Reported,0.25,NA,ATAA . WATAN .MHD,ATAA . MHD,NRC . Shafak,NA,NA,IRC,Bonian,NA,NA,Doctors Across Continents. Doctors Without Borders. SRD,NA,NA,NA,+963 965 328 359,NA,NA,NA,35268118754,NA,NA,NA,NA,NA,NA,963993691004,احمد راضي,NA,NA,NA,NA,وليد شعبان,352681506150,closed,C1020,NA, مركز ايواء التوامه,SY020001,"c(36.808214, 36.171138)"
حذف جديد,Aleppo,Afrin,Jandairis,Hamam (Jandairis) - ,36.3814799,36.5945742,TEMP037,hammam Shelter Center    ,Reception Center  ,Tents,Yes ,NA,450,320,1970,630,670,330,340,sami al aon,+90 538 434 88 35,al road,NA,Not Reported,0.3,0.3,0.1,0.2,1,0.3,0,0.2,1,0.4,0.25,NA,AL TARIK,Donor of the people of the monastery,bhar . yardem,goal,NA,BAHAR,SRD,NRC,NA,SRD,NA,NA,0,NA,NA,NA,63657092346,NA,+90 533 156 68 71,NA,NA,NA,+90 531 914 90 63,NA,NA,+90 538 412 37 73,NA,NA,NA,NA,+352 681 141 812,NA,closed,NA,SY02, مركز استقبال الحمام,NA,"c(NA, NA)"
1,Idleb,Harim,Dana,Sarmada,36.172363,36.770579,TEMP070,Yedi Basak Center,Reception Center  ,Tents,Yes ,4597220-08-21,NA,150,850,NA,NA,NA,NA,NA,NA,NA,NA,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C4121,SY07,NA,SY020001,"c(36.770579, 36.172363)"
2,Idleb,Harim,Dana,  Dana,36.204912,36.758465,TEMP092, Ihsan   Al-Ihsan Center for Shelter,Reception Center  ,Tents,Yes ,4597220-08-21,63,60,250,63,60,65,62,محمد فواز الخلف,963967650769,Dana Development Directorate,NA,0,0,0,0,0,1,1,1,1,1,1,0.25,Development Directorate,NA,NA,NA,NA,Ihsan,Ihsan,Ihsan,Ihsan,Ihsan,Ihsan,محمد فواز الخلف,963967650769,محمد نور لبابيدي,963966601550,محمد نور لبابيدي,963966601550,محمد نور لبابيدي,963966601550,محمد نور لبابيدي,963966601550,0,0,0,0,محمد نور لبابيدي,963966601550,0,0,0,0,0,0,open,NA,SY07,مركز ال للإيواء  ,SY070301,"c(36.758465, 36.204912)"
3,Aleppo,Al Bab,Al Bab,Al Bab,36.374748,37.494718,TEMP061,Al-Huda Camp   ,Reception Center  ,Tents,Yes ,4597220-08-21,74,74,359,105,125,76,53,Abdul Rahman Hafez,905366458420,NA,مخيم منشا جديد  ويتم تقديم وجبات غذائية من منظمة بشائر وخبز من الحكومة المؤقتة,0,0,0.4,1,0,1,1,1,1,1,0,0.25,NA,NA,Bashir,NA,Bashair,NA,NA,NA,NA,NA,منظمة سنا,NA,NA,NA,NA,Bashaiir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bashaiir,NA,NA,NA,NA,NA,open,C1202,SY02,  مخيم الهدى,SY020200,"c(37.494718, 36.374748)"
4,Aleppo,Afrin,Jandairis,Jandairis,36.428587,36.68689,TEMP062,Baba Amro RC    ,Informal Site  ,Tents,Yes ,4597220-08-21,300,80,520,106,146,125,129,Abdo Sabo,0 536 873 52 88,NA,NA,0,0.2,0.2,0.5,0.2,0,0.2,0.01,0,0,0.2,0.275,NA,Qatar Charity,Qatar Charity,Goal,hand by hand,NA,Goal,Ihsan,NA,NA,SRD - DDD,NA,NA,NA,NA,NA,NA,NA,NA,352 681 142 901,NA,NA,NA,0957 294 208,NA,NA,0 534 431 66 24,NA,NA,NA,NA,NA,352 681 141 812,open,C1426,SY02, مركز إيواء باباعمرو,SY020302,"c(36.68689, 36.428587)"
5,Aleppo,Afrin,Jandairis,Jandairis,36.40227,36.698894,TEMP063,Ehsas 2   ,Informal Site  ,Tents,Yes ,4597220-08-21,150,80,485,167,133,96,89,Nur al-Sultan,NA,NA,NA,0,0.5,0.5,0.4,0.3,0,0,0.2,0,0,0.3,0.375,NA,Ehsas Volunteer Team,violet,Yardem,Shafak organization,NA,Goal,SRD,NA,NA,SRD,NA,NA,#ERROR!,NA,NA,NA,NA,NA,538 895 44 87,NA,NA,0 538 412 37 73,957 294 208,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1426,SY02,2  إحساس ٢,SY020302,"c(36.698894, 36.40227)"
6,Aleppo,Afrin,Jandairis,Jandairis,36.392313,36.659392,TEMP064,Al-Bashir - mercy without limits   . ,Informal Site  ,Tents,Yes ,4597220-08-21,200,180,1071,284,358,209,220,Alaa Zaker,NA,NA,NA,0,0,0,0.3,0.2,0,0.2,0.3,0,0,0.15,0.1625,NA,Unlimited mercy,Unlimited mercy,Goal,SADAD Organization,NA,Takafol alsham,Ihsan,NA,NA,IDA,NA,NA,NA,NA,NA,NA,NA,NA,0 934 016 023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1426,SY02,   البشير .رحمة بلاحدود,SY020302,"c(36.659392, 36.392313)"
7,Aleppo,Afrin,Jandairis,Jandairis,36.396116,36.685413,TEMP065,   ALZYARA SEMA,Informal Site  ,Tents,Yes ,4597220-08-21,120,96,670,230,200,125,115,Muhammad Alloush,0 507 010 36 88,NA,NA,0,0.2,0.1,0.5,0,1,0.3,0.2,1,1,0.5,0.3,NA,sema,sema,Bahar,Qatar Charity,NA,NA,Ihsan,NA,NA,IYD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1426,SY02,الزيارة سيما ,SY020302,"c(36.685413, 36.396116)"
8,Aleppo,Afrin,Jandairis,Jandairis,36.401979,36.711875,TEMP066,Kifaf 1 ,Informal Site  ,Tents,Yes ,4597220-08-21,80,66,365,100,110,70,85,Omar Hassan,NA,NA,NA,0,0.1,0.1,0.4,0.25,0,0.2,0.3,0,0,0,0.1875,NA,Ihsan,Ihsan,Goal,Goal,NA,Goal,yardem,NA,NA,DDD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1426,SY02,1 كفاف١,SY020302,"c(36.711875, 36.401979)"
9,Aleppo,Afrin,Jandairis,Jandairis,36.396187,36.706016,TEMP067,Ajnadin  ,Informal Site  ,Cement rooms,Yes ,4597220-08-21,150,120,819,244,230,165,180,Taiser Emdad,NA,NA,NA,0,0,0,0,0.2,0,0.2,0.1,0,0,0.3,0.125,NA,NA,Elaph,Bahar,SADAD Organization,NA,ATAA,Ihsan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 533 156 68 71,NA,0 934 016 023,NA,NA,NA,352681503536,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1426,SY02, أجنادين,SY020302,"c(36.706016, 36.396187)"
10,Aleppo,Afrin,Jandairis,Jandairis,36.385922,36.68926,TEMP068,Al_Mazraa  ,Reception Center  ,Tents,Yes ,4597220-08-21,400,285,1650,485,460,375,330,Mohammed Al-Taher,0 507 925 08 41,NA,NA,0,0,0,0.5,0.1,0,0,0.2,0,0,0,0.15,NA,Saudi campaign,Saudi campaign,Goal,Shafak Organization and the Saudi Campaign,NA,Takafol alsham. GOAL,DDD,NA,NA,DDD - IYD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1426,SY02,_  المزرعة,SY020302,"c(36.68926, 36.385922)"
11,Aleppo,Afrin,Afrin,Kafr Batra ,36.45091,36.794195,TEMP069,Ard amal   ,Reception Center  ,Tents,Yes ,4597220-08-21,300,160,1171,448,325,203,195,Louay Abbas,NA,Ensoor,NA,0,0,0,0.2,0,0,0.2,0.3,0,0,0.2,0.1,NA,Ensoor,Ensoor,Yardem,WHH,NA,Goal,AL_AMAL,NA,NA,SEEMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02, أرض الأمل,SY020302,"c(36.794195, 36.45091)"
12,Aleppo,Afrin,Jandairis,Qila,36.375456,36.661767,TEMP071,Agele Reception Center )  ,Reception Center  ,Tents,Yes ,4597220-08-21,61,61,317,NA,NA,NA,NA,NA,NA,NA,NA,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C8160,SY02,)مركز استقبال أغجلة,SY020302,"c(36.661767, 36.375456)"
13,Aleppo,  Azaz,Mare',Mare',36.49009,37.20815,TEMP072,AlEido ,Informal Site  ,Tents,No ,4597220-08-21,NA,10,63,NA,NA,NA,NA,NA,NA,NA,ليس مركز ايواء وهو مخيم وتم عمل استبيان تسجيل له,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1643,SY02, العيدو,SY020403,"c(37.20815, 36.49009)"
14,Aleppo,  Azaz,Mare',Mare',36.49006,37.20819,TEMP073,Al-Aboud ,Informal Site  ,Tents,No ,4597220-08-21,NA,15,69,NA,NA,NA,NA,NA,NA,NA,ليس مركز ايواء وهو مخيم وتم عمل استبيان تسجيل له,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1643,SY02, العبود,SY020403,"c(37.20819, 36.49006)"
15,Aleppo,Afrin,Sharan,Sharan (Sharan) - ,36.60885,36.906271,TEMP075,Qara Jannah,Informal Site  ,Tents,Yes ,4596747-07-13,NA,30,163,NA,NA,NA,NA,NA,NA,NA,NA,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,0,NA,NA,NA,Bahar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02,NA,SY020304,"c(36.906271, 36.60885)"
16,Aleppo,Afrin,Sharan,Kafr Janna ,36.58142,36.964773,TEMP076,Kafrajana(side  of Jamil palace),Informal Site  ,Tents,Yes ,4596747-07-13,NA,20,102,NA,NA,NA,NA,NA,NA,NA,NA,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,0,NA,NA,NA,Bahar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02,( ),SY020304,"c(36.964773, 36.58142)"
17,Aleppo,Afrin,Jandairis,Jalma (Jandairis),36.35714,36.770047,TEMP077,Al Mahalla -Maqla'a    - ,Informal Site  ,Tents,Yes ,4596747-07-13,NA,85,401,NA,NA,NA,NA,NA,NA,NA,NA,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,0,NA,NA,NA,Bahar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1424,SY02,  مخيم المحلة  مقلع,SY020302,"c(36.770047, 36.35714)"
18,Aleppo,Afrin,Sharan,Qatmet Efrin ,36.60062,36.9751174,TEMP078, Haritan Camp,Informal Site  ,Tents,Yes ,4596747-07-13,NA,66,345,NA,NA,NA,NA,NA,NA,NA,NA,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,0,NA,NA,NA,Bahar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02,مخيم حريتان,SY020304,"c(36.9751174, 36.60062)"
19,Aleppo,Afrin,Jandairis,Jandairis,36.39374,36.676759,TEMP080,   ( ) Gehan Olive press,Collective Center  ,Tents,Yes ,4596747-07-13,NA,33,155,NA,NA,NA,NA,NA,NA,NA,NA,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,0,NA,NA,NA,Bahar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1426,SY02,مركز ايواء المحلق (معصرة جهان),SY020302,"c(36.676759, 36.39374)"
20,Aleppo,Afrin,Jandairis,Jandairis,36.37412,36.6382,TEMP081,Aljabal  ,Reception Center  ,Tents,Yes ,4596984-01-31,NA,28,250,NA,NA,NA,NA,NA,NA,NA,NA,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1426,SY02, الجبل,SY020302,"c(36.6382, 36.37412)"
21,Aleppo,Afrin,Jandairis,Jandairis,36.38753,36.68032,TEMP083,Almuhallak Alshamale   ,Reception Center  ,Tents,Yes ,4596984-01-31,NA,31,160,NA,NA,NA,NA,NA,NA,NA,NA,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1426,SY02, المحلق الشمالي,SY020302,"c(36.68032, 36.38753)"
22,Aleppo,Afrin,Afrin,Afrin (Afrin) -  ,36.47999,36.90555,TEMP084,Ansor  ,Reception Center  ,Tents,Yes ,4596984-01-31,NA,150,750,NA,NA,NA,NA,NA,NA,NA,NA,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02, انصر,SY020300,"c(36.90555, 36.47999)"
23,Aleppo,Afrin,Jandairis,Jandairis,36.38906,36.68356,TEMP087,Karam  ,Reception Center  ,Tents,Yes ,4596984-01-31,NA,30,150,NA,NA,NA,NA,NA,NA,NA,NA,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1426,SY02, كرم,SY020302,"c(36.68356, 36.38906)"
24,Aleppo,Afrin,Afrin,Afrin (Afrin) -  ,36.5127,36.85688,TEMP088,Takaful Alkhairya Camp    ,Reception Center  ,Tents,Yes ,4596984-01-31,NA,255,1450,NA,NA,NA,NA,NA,NA,NA,NA,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02, مخيم تكافل الشام,SY020300,"c(36.85688, 36.5127)"
25,Aleppo,Afrin,Afrin,Afrin (Afrin) -  ,36.51278,36.842653,TEMP074,Near Alsaqiah Almahmoudiah,Informal Site  ,Tents,Yes ,4596747-07-13,NA,241,1181,NA,NA,NA,NA,NA,NA,NA,NA,Not Reported,0.5,Not Reported,0,1,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,1,0.625,NA,NA,NA,Bahar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02,NA,SY020300,"c(36.842653, 36.51278)"
26,Aleppo,Afrin,Afrin,Afrin (Afrin) -  ,36.45071,36.79425,TEMP091,Driving school   ,Reception Center  ,Tents,Yes ,4596984-01-31,NA,320,1600,NA,NA,NA,NA,NA,NA,NA,NA,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02, مدرسة السواقة,SY020302,"c(36.79425, 36.45071)"
27,Aleppo,Jebel Saman ,Atareb,Kafr Karmin ,36.162296,36.766906,TEMP093, ,Reception Center  ,Cement rooms,Yes ,4597220-08-21,198,175,1050,290,275,250,235,سيف الدين سليمان الاسماعيل,+963 936 241 273,NA,المركز انشأ حديثا,NA,NA,0.5,1,1,0,1,0,0,0.5,0,0.5,NA,منظمة الخيرات,NA,NA,NA,NA,NA,Takaful,الهلا الاحمر القطري,NA,IDA,NA,NA,+90 552 446 61 63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+352 681 130 683,NA,NA,NA,NA,NA,NA,open,NA,SY02,الخيرات كفركرمين,SY020001,"c(36.766906, 36.162296)"
28,Aleppo,Afrin,Jandairis,Bayada - Jendris - ,36.371603,36.6620398,TEMP094,    ( ),Informal Site  ,Tents,Yes ,4597220-08-21,450,320,1970,630,670,330,340,sami al aon,+90 538 434 88 35,.  حملة الكويت متبرعين .al road,NA,Not Reported,0.3,0.3,0.1,0.2,1,0.3,0,0.2,1,0.4,0.25,NA,AL TARIK,Donor of the people of the monastery,bhar . yardem,goal,NA,BAHAR,SRD,NRC,NA,SRD,NA,NA,0,NA,NA,NA,63657092346,NA,+90 533 156 68 71,NA,NA,NA,+90 531 914 90 63,NA,NA,+90 538 412 37 73,NA,NA,NA,NA,+352 681 141 812,NA,open,NA,SY02,مخيم السلام (الكويتي )أغجلة,SY020302,"c(36.6620398, 36.371603)"
29,Aleppo,Afrin,Afrin,Afrin (Afrin) -  ,36.5057132,36.8556578,TEMP090,Mashfa Lbnn Sena     ,Reception Center  ,Tents,Yes ,4597220-08-21,200,130,650,150,160,150,140,عبد الرحمن اليوسف,905367973701,NA,NA,NA,0,0,0.3,0.2,0,0,0.2,0,0,0.2,0.175,NA,Shafak,Shafak,Yardim,Shafakوقف الديانة,NA,Bahar,SAMS,NA,NA,ddd,NA,NA,NA,NA,NA,NA,+963 954 933 130,NA,+90 539 455 44 57,NA,NA,NA,+90 539 853 75 61,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02, مخيم مشفى ابن سينا,SY020300,"c(36.8556578, 36.5057132)"
30,Aleppo,Afrin,Afrin,Afrin (Afrin) -  ,36.5150569,36.8507772,TEMP082,  Alhomsi,Reception Center  ,Tents,Yes ,4597220-08-21,184,184,1000,300,300,200,200,خالد احمد جراد,905392268950,NA,NA,NA,0,0.1,0.2,0,0,0,0.2,0,0,0.1,0.075,NA,متبرع,انصر,Yardim,Shafak. رحمة,NA,GOAL,Bahar,NA,NA,Bahar,NA,NA,NA,NA,NA,NA,+963 954 933 130,NA,NA,NA,NA,NA,+90 539 853 75 61,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02,الحمصي ,SY020300,"c(36.8507772, 36.5150569)"
31,Aleppo,Afrin,Afrin,Afrin (Afrin) -  ,36.5151415,36.8799474,TEMP089,1  Alrahma,Reception Center  ,Tents,Yes ,4597220-08-21,200,110,500,150,160,100,90,بدر بدر,905354000000,NA,NA,NA,0,0,0.2,0.1,0,0,0,0,0,0.3,0.15,NA,Bonyan,Ihsan,Yardim,Shafakwhh,NA,GOAL,Al Amal,NA,NA,iyd,NA,NA,NA,NA,NA,NA,+963 954 933 130,NA,+90 539 455 44 57,NA,NA,NA,+963 957 294 208,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02,الرحمة1 ,SY020300,"c(36.8799474, 36.5151415)"
32,Aleppo,Afrin,Afrin,Afrin,36.5148479,36.8736678,TEMP095,   Amal camp,Reception Center  ,Tents,Yes ,4597220-08-21,100,37,185,50,50,45,40,سمير صالح سليم,905366458420,NA,متبرع,NA,0,0.2,0.2,1,0,0,1,0,1,1,0.55,NA,متبرع,متبرع,Yardim,الاغاثة الاسلاميةة,NA,whh,osom,NA,NA,ddd,NA,NA,NA,NA,NA,NA,+963 954 933 130,NA,NA,NA,NA,NA,+90 539 853 75 61,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02,مخيم امل ,SY020300,"c(36.8736678, 36.5148479)"
33,Aleppo,Afrin,Afrin,Afrin,36.5130557,36.8563542,TEMP096,  Alnoor,Reception Center  ,Tents,Yes ,4597220-08-21,150,48,230,70,60,49,51,مامون الجبر,905347162204,NA,NA,NA,0,0,0.2,0.1,0,0.2,0,0,0,0,0.075,NA,السلام,السلام,Yardim,Bonyan,NA,whh,Al Amal,NA,NA,سامز,NA,NA,NA,NA,NA,NA,+963 954 933 130,NA,NA,NA,NA,NA,+90 539 853 75 61,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02,النور ,SY020300,"c(36.8563542, 36.5130557)"
34,Aleppo,Afrin,Afrin,Afrin,36.5150852,36.8526601,TEMP085,  .    Ahl_Alsham,Reception Center  ,Tents,Yes ,4597220-08-21,250,201,1000,350,325,160,163,عبد الرحمن امين,905393402781,NA,NA,NA,0.2,0.1,0.2,0,0,0,0.2,0,0,0.15,0.1375,NA,NA,NA,Yardim,الاغثة الاسلامية,NA,GOAL,iyd,NA,NA,ddd,NA,NA,NA,NA,NA,NA,+963 954 933 130,NA,+90 539 455 44 57,NA,NA,NA,+90 539 853 75 61,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02,تجمع اهل الشام. طريق ٢٠  _,SY020300,"c(36.8526601, 36.5150852)"
35,Aleppo,Afrin,Afrin,Afrin,36.5187493,36.841802,TEMP086,   Shohadaa jandairis,Reception Center  ,Tents,Yes ,4597220-08-21,250,190,1000,355,330,155,160,ابو محمد اسعد,6283807712028,NA,NA,NA,0,0,0.1,0.14000000000000001,0,0.1,0,0,0,0.2,0.11,NA,NA,NA,Yardim,Shafak,NA,whh,SAMS,NA,NA,.سامز. iyd,NA,NA,NA,NA,NA,NA,+90 539 455 44 57,NA,NA,NA,NA,NA,+963 957 294 208,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02,شهداء جنديرس ,SY020300,"c(36.841802, 36.5187493)"
36,Aleppo,Afrin,Afrin,Afrin,36.5182708,36.8517961,TEMP097,  ( )  Hirsh almahmoudia,Reception Center  ,Tents,Yes ,4597220-08-21,300,210,1050,330,320,250,200,محمود عمر الحمصي,212711754775,NA,NA,NA,0.1,0.1,0.2,0.3,0,0,0.1,0,0,0,0.15,NA,NA,NA,Yardim,Shafak,NA,whh,SAMS,NA,NA,.سامز .iyd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02,حرش المحودية ( السلام) ,SY020300,"c(36.8517961, 36.5182708)"
37,Aleppo,Afrin,Jandairis,Jandairis,36.389451,36.683456,TEMP098,  Shafak  Alkareem,Informal Site  ,Tents,Yes ,4597220-08-21,50,43,215,62,58,50,45,عبد السلام حسن,552 620 43 93,NA,NA,NA,0,0,0.25,0.3,0,0,0.15,0,0,0.2,0.1875,NA,Shafak,Shafak,الاغاثة الاسلامية,مؤسسة سيد,NA,GOAL,Ihsan,NA,NA,ddd,NA,NA,0 554 59 94,+90 539 554 59 94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1426,SY02,الكرم  ,SY020302,"c(36.683456, 36.389451)"
38,Aleppo,Afrin,Jandairis,Jandairis,36.37972,36.693933,TEMP099,    Shohadaa Zilzal 6 shbat,Informal Site  ,Tents,Yes ,4597220-08-21,200,125,740,220,227,153,140,غالب حسين,+90 506 302 10 94,NA,NA,NA,0,0,0.2,0,0,0.2,0,0,0,0,0.05,NA,قطر الخيرية . Shafak,قطر الخيرية.sard,NA,Shafak,NA,NA,Ihsan,NA,NA,iyd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1426,SY02,شهداء زلزال ٦شباط  6,SY020302,"c(36.693933, 36.37972)"
39,Aleppo,Afrin,Jandairis,Jandairis,36.3994411131234,36.6835004772343,TEMP100,   Al_His,Informal Site  ,Tents,Yes ,4597220-08-21,60,40,200,58,640,42,35,عبد الاله بركات عب,0 531 259 21 17,NA,NA,NA,0,0,0.2,0.3,0,0.1,0.2,0,0,0,0.125,NA,NA,ايلاف,ihh,سارد.Bonyan,NA,Takaful,Bahar. Islamic Relief,NA,NA,srd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352 681 503 536,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1426,SY02,الحص  _,SY020302,"c(36.6835004772343, 36.3994411131234)"
